V1,V2
"p,m,n,g,u,s,a","gump,nappa,pampa,pampas,panama,papa,pasgang,passus,puma,pump,pumpgun,pung,sampan,snap,snaps,spag,spagnum,spam,spang,spas,spuns,sump,sumpgas,apps,asps,gumps,naps,nappas,panamas,paps,papas,pasgangs,paus,pumas,pumps,pumpguns,pungs,sampans,snup,spagnums,spams,spangs,sumps"
"j,k,m,e,t,a,r","ejer,jaket,jakke,jamme,jammer,jamre,kajak,kaje,kattejammer,kejtet,maje,majkat,meje,mejer,reje,tjat,tjatte,tjek,tjekker,tjekket,ejet,ejere,jaet,jaer,jaketter,jakker,jammet,jamr,jamret,jamrer,jetter,kajer,kajakker,majet,majer,majkatte,mejet,mejere,rejer,tjattet,tjatter,tjekke,tjekkere"
"p,e,t,y,a,k,v","etape,kappa,paket,papa,pave,peake,peppe,pette,tapet,tappe,type,tyvepak,yppe,kappaet,kappe,kappet,pakket,pakke,pappet,patte,pattet,peak,peaket,peppet,pettet,tape,tapetet,tappet,tyvepakket,yppet"
"j,e,h,k,o,s,m","hejs,hejse,hjemme,hjemmesko,hjemom,jokke,meje,mejs,mejse,sjok,sjokke,sjoske,skeje,skejs,ejes,hejses,hjem,hjems,hjemmeskos,joks,joke,jokes,jokkes,mejes,mejses,sejs,seje,sjokkes,sjosk,sjoskes,skej,skejes"
"b,p,d,s,o,y,e","bebe,bebo,bebop,bese,bobbe,boss,bosse,bybo,byde,dybde,opbyde,bebos,beboede,bebops,beds,bede,bedes,beos,beses,boede,boedes,bobs,bobbede,bobbes,bobbedes,bods,bops,bossede,bosses,bossedes,bybos,bydes,dybs,dybe,dybdes,ebbe,ebbes,ebbede,ebbedes,obos,opbyd,opbydes"
"r,k,s,b,i,m,c","brik,briks,cimbrisk,irisk,irsk,kimbrisk,krim,krimi,kris,ribs,sibirisk,sibirsk,birk,birks,iris,irisks,kirs,krims,krimis,mimr,rims,risici,risicis,sikr,simr,sirs"
"k,r,t,v,u,a,d","akkurat,aktuar,akut,arrak,attak,druk,druktur,dukat,durk,karat,katar,katarakt,krak,krat,krav,kravat,krudt,kruk,kudu,kukkuk,kukur,kurv,kvadrat,kvadratur,raku,taktart,traktat,ukrudt,utak,utakt,drak,kart,karv,kvad,kvark,kvart,rakt,takt,trak,udtrak,vakt"
"g,d,l,a,v,o,t","agat,algod,dagvagt,datalog,gaga,gagat,galla,galt,gavl,gavltag,glad,glat,goddag,godt,gogo,gold,logo,otolog,taglagt,talg,toga,togo,togt,vagt,valg,vlog,algodt,godtag,godtog,goldt,googl,lovgav,lagt,vogt,voldtag,voldtog,valgt"
"g,f,e,v,d,r,t","eger,fedtegrever,gedde,gere,gerere,greve,regere,regredere,tvege,tveget,vegetere,eget,geder,gedder,geret,gerer,gerede,gereret,gererer,gererede,grever,reger,regeret,regerer,regerede,regreder,regrederet,regrederer,regrederede,tveger,tvegede,vege,vegt,vegeter,vegeteret,vegeterer,vegeterede,veget"
"b,e,o,m,k,l,v","bebe,bebo,bekomme,bekvem,bekvemme,blok,blokke,blomme,bobbe,bole,bomme,booke,boom,boome,elbo,emblem,kobbel,koble,kolbe,lobbe,melbolle,mobbe,molbo,ombooke,velbekomme,bekom,blev,boble,bobl,bolle,bombe,bomb,book,bove,ebbe,kobl,ombook"
"r,h,s,d,l,o,f","forfod,forhold,forholdsord,forlods,forord,fosfor,lord,drosl,flor,flors,fodr,fors,fordr,forfods,forholds,forholdsords,forlod,forords,fosfors,hors,lords,ords,rhos,rods,rors"
"j,k,a,g,d,e,n","jade,jage,jakke,jenka,kagedej,kajak,kaje,najade,naje,neje,dejen,dejene,deje,ejende,ejede,jaden,jagene,jagende,jagede,jakken,jenkaen,kagedejen,kagedejene,kagedeje,kajen,kajakken,najaden,najende,najede,nejende,nejede"
"g,k,r,l,t,a,d","agat,dagklar,dragt,gaga,gagat,gakgak,galar,galla,galt,glad,glat,grad,graddag,gral,grat,kagl,raga,taglagt,talg,tragt,agrar,agrart,argt,dagklart,drag,klag,klarlagt,lagr,lagt"
"l,r,o,d,n,t,i","dild,dildo,idol,ildtorn,indtil,lido,london,lord,lotion,lotto,nolo,oldtid,orlon,rollon,tillid,trillion,triol,trold,dril,ildn,indlod,lidt,lind,lindt,lindr,lort,tillod,tilordn,tilrid,tilt,tiltro,tiltror,told,tril,trilr"
"g,h,i,n,b,o,s","boning,gibbon,gisning,gogo,gong,gongong,honning,honningbi,ising,isning,sining,snog,snoning,sogn,soning,bingo,bingos,bogs,bonings,gibs,gibbons,gigs,gins,gisn,gisnings,gogos,gongs,gongongs,honnings,honningbis,isings,isnings,sign,sinings,snig,snogs,snonings,sogns,sonings"
"h,p,e,y,l,b,r","heller,hellere,heppe,herre,hybel,hyle,hyler,hylle,hyperbel,hyppe,hele,heler,helle,hepper,herrer,hybler,hylere,hyller,hype,hyper,hyperbler,hypper,hyre,hyrer"
"d,b,a,l,n,i,k","baldakin,bandana,bind,blad,bladan,blid,blind,dild,iland,indad,indblik,indkik,indland,kadi,kald,kind,klid,land,band,bild,bland,dada,dadl,ibland,ildn,indank,indbild,indbind,indbland,indkald,indlad,kild,knald,lind"
"o,i,a,r,v,t,n","anion,anno,annotation,aorta,atoni,initiation,innovation,innovativ,innovator,intonation,intro,invitation,iota,ironi,irritation,nation,natron,nota,notar,notat,notation,nova,novation,onani,orator,ornat,otti,ovation,ratio,ration,rotation,rotor,tarot,tattoo,tora,torn,tort,torv,toti,trio,triton,variation,vovvov,innovativt,totn,tror,tron,vantro,vort,vota"
"n,y,d,s,f,l,o","dynd,fnys,fonds,fynd,london,lyssyn,nolo,nonfood,nylon,nysyn,snold,snyd,syndflod,dyns,dynds,fons,fond,fyns,fynds,londons,lyns,lysn,lyssyns,nolos,nonfoods,nylons,nysyns,snos,snolds,snyds,syns,synd,synds,syndflods"
"r,n,m,k,t,f,o","fork,forkontor,formor,from,front,fronton,komfort,konform,kontokort,kontor,kork,korn,kortform,krom,monokrom,morf,mormon,mormor,moro,motor,motorkontor,nonkonform,norm,rokoko,rotor,torn,tort,forkort,forkrom,form,fort,forton,fromt,konformt,kort,kror,kron,monokromt,nonkonformt,omform,tror,trom,tron"
"d,g,p,s,y,t,i","digt,dydig,dygtig,dyst,istid,sidst,spid,spyd,spydig,spydspids,sydspids,tids,digts,dips,dyds,dydigt,dygtigt,dyps,dysts,dyts,gydt,istids,sidt,spids,spidst,spyds,spydigt,syds,tyds"
"d,a,s,n,v,t,f","afstand,anstand,dans,data,davs,savtand,stad,svada,tand,vandfad,vandfast,vandstand,affandt,afstands,afvand,ands,anstands,dada,dadas,dansant,dansants,datas,fads,fadt,fandt,sand,sands,sandt,savtands,stads,stand,stands,svadas,svandt,tands,tvandt,vads,vand,vands,vandfads,vandstands,vandt"
"d,g,s,l,u,p,a","glad,glasuld,guld,guldgul,laud,palads,plads,pudslag,puld,slud,udad,udsalg,udslag,dada,dadas,dadl,dags,dals,dugs,dups,glasulds,guds,gulds,lads,lauds,luds,padl,puds,pudslags,pulds,sadl,sluds,spad,udlad,udlud,udlug,udsalgs,udslags,udslus,udsug,ulds"
"t,a,x,d,o,n,i","addition,annotation,antioxidant,atoni,data,datid,dato,ditto,donation,dont,idiot,idioti,inddata,initiation,intonation,iota,nation,niti,nota,notat,notation,otti,oxidation,tand,tannin,tant,tattoo,taxa,taxi,toti,andantino,ondt,tint,titan,totn"
"r,o,t,j,n,k,u","jour,konjunktur,kontokort,kontor,kontur,konturkort,kork,korn,kruk,kukur,rokoko,rotor,tjur,torn,tort,tortur,totur,trut,tutor,utro,utur,knur,kort,kror,kron,tror,tron,uror"
"k,g,o,b,a,l,t","attak,bagkatalog,bagklog,blok,gakgak,kabbala,kagl,kakao,kalla,kalot,katalog,klat,kloak,klog,koala,kobolt,laktat,lokal,look,talk,tobak,tolk,bagklogt,book,kalk,klag,klogt,klok,kobl,kogt,kogl,lokalt,takl,takt"
"h,a,e,v,d,o,g","adhd,hade,hadegave,heade,hedde,hoved,hovedgade,hvad,vadehav,hadede,hage,hagede,have,havde,head,headede,hede,hove,hvede,vadehave"
"r,f,l,t,u,o,d","drot,fluor,forfod,forord,forud,fuldtro,lord,rotor,tort,tortur,totur,trold,trut,tutor,udtur,urdu,utro,utur,flor,fodr,fordr,forduft,forlod,fort,fortold,fortrudt,lort,lutr,tror,tulr,udfordr,udfor,udrul,uror"
"m,f,i,t,e,a,b","afmatte,ambi,emme,femte,femti,femtifem,imam,item,mafia,mama,mamba,meme,mitte,tamtam,team,tema,afmat,afmattet,amfibiet,amme,ammet,amtet,emmet,fimet,itemmet,matte,memet,miet,mime,mimet,tamme,tamt,teamet,temaet,time,timet"
"u,r,y,g,l,a,k","agurk,augur,aula,aura,glug,gruk,guru,karrygul,kruk,kukkuk,kukur,kulak,kullag,lugar,raku,rural,uklar,uruguay,gurgl,kluk"
"m,k,a,l,u,o,n","almanak,amok,annuum,anomal,kalmuk,klam,koma,komma,kommunal,kommunom,lokum,malm,mama,mammon,manko,manna,mokka,molok,mono,monoman,mulm,munk,oman,ankom,annam,lama,malk,manual,muml,omkom"
"i,a,l,j,e,s,o","aioli,alias,asie,isse,lassi,lilje,lilla,lille,lise,oasis,olie,sile,silo,sisal,sojaolie,sololie,aiolis,asies,iles,ises,isses,lassis,leis,liljes,lises,olies,sies,siles,silos,sisals,sojaolies,soli,solis,sololies"
"b,g,u,t,d,a,r","badut,bagud,barbar,batat,baud,brag,brat,brudurt,brugbar,bugt,drab,grab,rabat,tabu,trubadur,tuba,ubrudt,ubrugt,udbrud,udbud,bagt,bart,bragt,brud,brug,brugbart,brugt,brudt,budt,gabt,grub,tabt,udbad,udbragt,udbrudt,udbudt,udbar"
"b,e,a,y,g,h,l","alba,babel,baby,bagage,bage,bagel,beagle,bebe,bebygge,begge,behag,behage,bleg,blege,blyhagl,byge,bygge,gabe,haglbyge,hybel,labbe,balle,bebyg,ebbe,label"
"v,i,d,t,u,s,l","livsstil,livstid,luvslidt,stiv,svulst,tidvis,tvivl,uvis,vidt,vild,vildt,visit,vist,vits,vulst,livs,livsstils,livstids,luvs,sivs,stuv,svid,svits,svulsts,tidvist,tvist,tvists,tvivls,udvid,udvis,udvist,ulvs,uvist,vids,vidst,vildts,visits,vivs,vulsts"
"j,o,i,e,t,s,b","bijob,bijobbe,jetset,sjette,tejst,bijobbet,bijobbets,bijobs,bijobbes,ejes,ejet,jets,jetsettet,jetsettets,jetsets,jobbet,jobbets,jobs,jobbe,jobbes,sejs,seje,sejt,sjettes,tejsts"
"a,d,y,n,m,i,k","amid,anima,dandy,dykand,dynamik,imam,indad,indmad,inka,kadi,kaki,kamik,kamin,kanaan,kanin,kannik,kina,kinamand,mama,mand,mani,manna,nankin,annam,dada,indank,maki,maya,minima,nydan"
"p,r,s,d,n,l,o","drops,loop,nordpol,polo,pond,popo,porno,pors,prop,sponsor,spor,drop,loops,nopr,nordpols,oplod,opspor,pols,polos,ponds,pool,pools,pops,popos,pornos,props,spol,sponsors,spors"
"a,i,c,e,l,o,n","aioli,alen,alene,alien,alinea,alliance,aloe,anal,anilin,anion,annal,anno,annonce,cancan,cannelloni,ciao,cola,elan,lala,lalle,lanolin,lian,lilla,lineal,ocean,oceanien,onani,aiolien,alle,alenen,alliancen,aloen,anale,anen,anilinen,anionen,annalen,annoncen,cancanen,cannellonien,cannelloniene,colaen,lanolinen,lianen,linealen,onanien"
"g,n,m,u,a,f,r","afgang,anagram,armgang,augur,fangarm,fnug,fuga,gaga,gamma,graf,grum,guru,magma,magnum,mangan,raga,rumfang,ungarn,afmagr,agrar,angr,fang,gang,garn,gram,gran,gungr,magr,manga,mugn,rang,rung,umag"
"y,o,e,l,v,m,t","lommetyv,lytte,lyve,metyl,myte,tylvt,tyve,tyvte,volley,ylette,ymte,yoyo,lommetyve,lyet,lyttet,metylet,myet,tyet,tyllet,tylle,tyvt,tyvtet,vyet,ymtet"
"f,y,n,g,i,s,t","fiffig,fittings,fnis,fnys,fygning,fytin,giftig,nygift,snif,snifning,stiftning,synftig,fifs,fiffigt,fint,finit,finits,fist,fnist,fnyst,fygnings,fyns,fytins,gift,gifts,giftigt,infinit,infinits,snifs,snifnings,stift,stifts,stiftnings,synftigt"
"k,b,a,c,h,s,l","back,backlash,backslash,bask,kabbala,kalabas,kalaha,kalas,kalla,kasak,kasba,kcal,laks,lask,saks,skabhals,skala,skalk,slacks,slask,alks,asks,backs,backlashs,backslashs,baks,basks,hack,haks,kabbalas,kalahas,kalk,kalks,kallas,kasaks,kasbas,klask,klasks,lasks,skab,skabs,skak,skaks,skal,skals,skalas,skalks,slasks"
"v,d,i,e,t,a,p","adaptiv,avet,dativ,david,diva,pave,tave,tavet,vattet,veda,veddet,vedet,vidde,vidt,vita,adaptive,adaptivt,additiv,additivet,additive,additivt,avede,tavede,vadet,vade,vadede,vattede,veddede,viet,viede,viddet,vide,videt,videde,vippet,vippe,vippede"
"a,m,y,n,t,d,i","amid,amtmand,anima,dandy,data,datamat,datid,diamant,dynamit,imam,indad,inddata,indmad,mama,mand,mandant,mandat,mani,manna,midnat,natmad,tamand,tamtam,tand,tannin,tant,timian,annam,antyd,dada,maya,minima,nydan,tamt,titan"
"z,m,e,s,o,a,n","amazone,mezzo,ozon,zone,zoome,zoonose,amazonen,amazonens,amazones,mezzoen,mezzoens,mezzos,ozonen,ozonens,ozons,zens,zonen,zonens,zones,zooen,zooens,zoos,zoom,zoomen,zoomens,zooms,zoomes,zoonosen,zoonosens,zoonoses"
"u,d,k,g,a,l,v","aula,glug,guava,guld,guldgul,guldkalv,gulv,gulvklud,klud,kudu,kukkuk,kulak,kuld,kullag,laud,udad,udkald,udvalg,kluk,udgav,udlad,udlud,udlug"
"o,h,s,d,r,f,y","forfod,forord,fosfor,fyord,hydrofor,odds,yoyo,fods,fodr,fors,fordr,fordyr,forfods,forhyr,forords,fosfors,fyords,hofs,hors,hydrofors,ords,rhos,rods,rors,sods,yoyos"
"a,y,k,b,r,d,t","arrak,attak,baby,barak,barbar,baryt,batat,brat,dart,data,drab,dyrkbar,karat,karbad,karry,katar,katarakt,krabat,krak,krat,rabat,radar,taktart,tara,tatar,traktat,trykbar,yard,bart,bark,brak,brakt,dada,drat,drak,dyrkbart,kart,krab,rart,rakt,tabt,takt,trykbart,trak"
"b,i,l,s,u,f,a","alba,alibi,balsa,basal,basis,bias,bifil,bifili,blaf,blis,bluf,bluff,blus,fibula,flab,ibis,labil,slub,ublu,afslib,albas,albu,alibis,bais,bals,balsas,bifilis,bils,bilabial,bilabials,blafs,blufs,bluffs,buls,fabl,fibulas,flabs,labs,labial,labials,sabl,slib,slubs"
"a,u,s,b,i,v,k","avis,basis,basisk,bask,bias,bivuak,iskias,isskab,kaki,kasak,kasba,kasus,kaukasisk,kaukasus,kvas,saks,saksisk,savbuk,siksak,vaks,vask,asks,bais,baks,basks,baskisk,baskisks,bivuaks,isskabs,kakis,kasaks,kasbas,savs,savbuks,siksaks,skab,skabs,skak,skaks,skav,vasks,visa,visas"
"k,e,u,d,o,m,b","bekomme,booke,bukke,dokke,ekko,ekkoe,kede,kemo,kommode,kube,kudu,kukke,kukkuk,kumme,mukke,ombooke,ombuk,ombukke,omkode,omkomme,bekom,book,bookede,bukkede,dokkede,dukke,dukkede,ekkoede,kedede,kode,kodede,kokke,komme,kuede,kukkede,mokke,mokkede,mukkede,ombook,ombookede,ombukkede,omkod,omkodede,omkom,udkomme,udkom"
"v,k,e,r,b,o,d","brev,derover,derovre,derved,devovere,overbo,overbooke,overbrodere,overdrev,ovre,verve,voodoo,vorde,vovvov,vrede,bedrev,bove,breve,devover,devoverer,devoverede,drev,over,overe,overboer,overbook,overbooker,overbookede,overbroder,overbroderer,overbroderede,veer,veddede,verber,vore,vord,vorder,vove,vover,vovede,vred"
"i,o,s,b,c,l,r","bilos,bisol,blis,broccoli,ibis,ribs,scirocco,silo,bils,bios,bisols,broccolis,iris,lirs,risici,risicis,risl,sciroccos,silos,sirs,slib,soli,solis"
"g,k,s,u,b,o,l","blog,bogbus,bogklub,boglus,globus,glubsk,glug,gogo,gulbug,klog,logbog,logo,solgul,uklog,blogs,bogs,bogklubs,bugs,glos,glugs,gogos,goks,googl,gulbugs,kogs,kogl,logs,logbogs,logos,slug,slog,sugs"
"g,s,b,v,a,e,h","agave,bagage,bage,baghave,begave,begge,behag,behage,gabe,gaga,gage,gase,gasse,gave,havgasse,saga,shag,svag,vage,agaves,ages,bags,bages,bagages,baghaves,begs,begav,begaves,begges,behags,behages,besveg,eges,gabs,gabes,gags,gages,gases,gasses,gaves,hage,hages,havgasses,sags,sagas,shags,svage,sveg,vege"
"o,i,r,d,k,a,t","aikido,akkord,aktor,aktorat,aorta,dato,diktator,ditto,doktor,drot,idiot,idioti,iota,kairo,kakao,kork,korridor,kroat,okra,orator,otti,radiator,radio,ratio,rokoko,rotor,tarok,tarokkort,tarot,tarotkort,tattoo,tidkort,tora,tort,toti,traktor,trikot,trio,kort,kror,tror"
"g,d,l,o,t,n,s","godstog,godt,gogo,gold,gondol,gong,gongong,logo,logon,odontolog,otolog,snog,sogn,togo,togt,glos,gods,godstogs,godtog,gogos,goldt,gondols,gongs,gongongs,googl,logs,logos,logons,odontologs,otologs,slog,snogs,sogns,solgt,togs,togos,togts"
"o,t,c,e,i,k,p","cockpit,cookie,ekko,ekkoe,epoke,koket,kokette,kokotte,kopek,kopi,kote,oktet,otte,otti,poet,poetik,pope,popo,poppe,poppet,pote,tekop,tepotte,tiptop,toppe,toppet,topti,toti,totte,tottet,cockpittet,ekkoet,epoet,kokke,oppe,oppet,optik,otiet,potte,pottet,toet"
"v,c,e,r,u,a,h","avec,avra,cava,chevreau,erhverv,erhverve,havarere,havre,hvarre,hver,hverv,hverve,hverver,raver,varv,verve,arve,arver,aver,avecer,cavaer,erhverver,harve,harver,harv,have,havarer,havarerer,haver,hvarrer,hververe,rave,ravere,vare,varer,veer,vuer"
"u,h,s,i,l,c,m","chillum,hummus,humus,mulm,muslim,silicium,sisu,slum,sushi,umulius,usus,chillums,huls,mulms,muml,muslims,siliciums,sisus,slums,slus,suls,sums,sushis"
"d,i,u,b,n,v,g","bind,binding,budding,budgivning,bund,ding,dubbing,duvning,gnidning,guidning,indbinding,indgnidning,individ,indvi,indvinding,nidding,udbinding,udbud,udvinding,vindig,vinding,gnid,guid,indbind,indgiv,indgnid,indvind,udbind,udgiv,udvid,udvind,undvig,vidn,vind"
"i,f,u,n,d,o,s","diffus,diffusion,dosis,dusin,fidus,fission,fnis,fodsid,fusion,info,infusion,sifon,sind,sinus,sisu,snif,sufi,ufin,union,unison,diffusions,dusins,fifs,find,fissions,fusions,indfind,indsnus,infos,infusions,ions,nids,sifons,sinds,sisus,snifs,sufis,udfind,unions"
"v,a,o,k,e,l,p","alkove,alveole,avle,elev,elleve,kalv,kalve,klov,kokkeelev,kval,lava,levvel,lovpakke,opleve,pave,plov,vakle,valk,vallak,valle,vovvov,elve,klove,lave,leva,leve,love,oplev,oval,ovale,plove,vakl,valke,vokal,vokale,vove"
"i,v,a,l,b,g,n","agil,alibi,angina,anilin,avling,bagi,bagning,bavian,biavl,bilag,bilingval,billig,blini,galning,gangning,gavnlig,gigbag,glib,gnalling,gnavning,iling,labil,lavning,lian,liga,lignin,ligning,lilla,linning,livlig,nagling,naiv,navngivning,navnlig,vagina,vaginal,vanillin,vanlig,villa,villig,angiv,bilabial,bliv,labial,lign,navngiv"
"m,t,p,u,o,n,r","mono,monoton,mormon,mormor,moro,motor,motto,norm,pomp,pompon,promotor,prompt,pump,tomrum,tomt,tumor,monotont,muntr,ompot,opmuntr,promot,trom"
"c,u,h,t,a,e,r","acetat,attachere,cerut,charter,chartre,chartrer,chat,chateau,chatte,chatter,cutte,cutter,ecru,etcetera,racer,ruche,tracere,acetatet,acetater,attacher,attacheret,attacherer,cerutter,chartret,charteret,chartr,chartrere,chateauet,chateauer,chattet,chattere,cuttet,cuttere,race,racet,racere,rucher,tracer,traceret,tracerer"
"f,y,t,s,e,g,l","fest,feste,flest,flet,flette,flygel,flygte,flytte,fyge,glyf,lefle,felt,felts,feltet,feltets,fesset,fessets,fests,festet,festes,feset,fleste,flets,flettet,flettes,flyet,flyets,flys,flyes,flyglet,flygelet,flyglets,flygelets,flygels,flygt,flygtet,flygtes,flyt,flyttet,flyttes,fyget,fyges,glyfs,lefl,leflet,lefles"
"o,g,m,r,l,a,h","agora,amoral,aroma,gogo,grog,hallo,halo,holm,hologram,homo,homolog,hora,logo,marmor,mormor,moro,roma,glor,googl,gror,largo,logr,moral,omram,oral"
"y,n,r,g,s,m,a","grammy,gray,gryn,magyar,mannagryn,myanmar,myrra,nysyn,synssans,yams,yang,gnys,grammys,grays,grys,gryr,gryns,gyng,magyars,mannagryns,maya,mayas,myanmars,mygs,myrs,myrras,nysyns,ryas,rygs,smyg,sygn,syns,syng,syrn,yangs"
"f,g,p,o,s,r,i","fiffig,firs,forsorg,fosfor,frisprog,grif,isfri,profos,riff,ripoff,fifs,fips,fogs,fors,forsir,forsorgs,forspir,forspis,fosfors,fris,frir,frisprogs,grifs,opofr,pifs,prof,profs,riffs,ripoffs"
"b,n,o,g,r,i,d","bidronning,bind,binding,biord,bogbind,bonbon,boning,bording,borg,boring,brig,bror,gibbon,godbid,grib,indbinding,indbo,nordbo,ordbog,ribning,ringbind,bibring,bidrog,bingo,bord,bring,brod,indbind,indbring"
"g,b,e,l,y,h,a","alge,bagage,bage,bagel,beagle,bebygge,begge,behag,behage,bleg,blege,blyhagl,byge,bygge,eagle,egal,gabe,gaga,gage,gale,galge,galla,galle,gylle,hagl,haglbyge,hagle,lage,legal,lege,bebyg,egale,elge,hage,hegle,hegl,hygge,legale"
"g,a,n,d,l,v,o","adgang,algod,analog,angola,daglang,dang,gaga,galan,galla,gallon,galon,gavl,gavn,glad,goddag,gogo,gold,gondol,gong,gongong,landdag,landgang,lang,logo,logon,valg,vandgang,vandvogn,vang,vlog,vogn,vognlad,angav,angl,gang,glan,gnav,googl,lovgav,nagl,navngav"
"i,v,o,r,l,f,k","fiol,flik,folio,frivol,kilo,klik,klir,kolik,kolli,lollik,riff,viol,viril,vrik,fifl,forivr,forvikl,forvir,frir,kril,krilr,kvik,lirk,vikl,virk"
"g,n,p,k,a,i,r","angina,ankring,arrig,gaga,gakgak,gangning,giring,grappa,grin,grip,irgang,kapgang,kapning,kapring,karrig,kipning,knapning,krakning,krig,nanking,pagina,pakning,parring,ping,pirring,prag,prikning,raga,ranking,rapning,rigning,ringning,rining,rinkning,agrar,angr,angik,gang,garn,gran,knag,prang,rang,ring"
"c,a,t,r,e,g,i","acetat,cigar,cigaret,citar,citat,citer,citere,citrat,etcetera,racer,recitere,tracere,acetatet,acetater,cigarer,cigaretter,citarer,citatet,citater,citre,citeret,citerer,citratet,citrater,race,racet,racere,reciter,reciteret,reciterer,tracer,traceret,tracerer"
"d,b,t,f,u,r,o","brudurt,drot,duft,forbud,forfod,forord,forud,ubrudt,udbrud,udbud,udtur,urdu,bord,brod,brud,brudt,budt,fodr,forbrudt,forbudt,fordr,forduft,fortrudt,udbor,udbrudt,udbudt,udfordr,udfor"
"t,y,a,b,d,k,r","attak,baryt,batat,brat,dart,data,dybtryk,dybtrykt,karat,katar,katarakt,krabat,krat,rabat,taktart,tara,tatar,traktat,tryk,trykbar,tyrk,bart,brakt,drat,dybt,dyrt,dyrkbart,kart,rart,rakt,tabt,takt,trykbart,trykt,trak,tykt"
"a,n,d,m,o,g,v","adgang,anno,dang,donna,gaga,gamma,gavn,goddag,madonna,magma,mama,mammon,mand,mandag,manddag,manddom,mangan,mango,manna,modgang,monogam,monoman,navn,nova,oman,vandgang,vandmand,vandvogn,vang,vognmand,angav,anmod,annam,dada,gang,gnav,manga,navngav,omdan,omgang,omgav,vand"
"o,a,m,r,c,e,h","aroma,coach,coache,comorer,hero,herom,heromme,homo,hora,marmor,marmorere,memo,memorere,more,mormor,moro,omme,ommer,omramme,orme,roer,roma,romer,aromaer,coacher,comorere,heroer,homoer,hore,horer,macho,machoer,marmorer,marmorerer,memoer,memorer,memorerer,morer,ommere,omram,omrammer,ormer,rhoer,roere,rommer,romaer,romere"
"u,r,d,i,b,s,o","boudoir,brus,sisu,surrib,udbrud,udbud,urdu,ussr,usus,boudoirs,brud,bruds,buds,burs,duos,durs,rurs,sisus,surs,surribs,udbor,udbruds,udbuds,urdus,uros,uror"
"u,t,i,d,r,f,g","drug,duft,dugfri,dugt,figur,frugt,frugtig,fugt,fugtig,grut,guru,trug,trut,tugt,tugtig,tutti,tuttifrutti,udfri,udgift,udtur,ufri,ugift,ugiftig,urdu,urigtig,urtid,utidig,utugt,utugtig,utur,dugfrit,frugtigt,fugtigt,guid,tugtigt,udfrir,udfrit,udrug,ufrit,ugiftigt,urigtigt,utidigt,utugtigt"
"o,l,u,f,i,d,r","dildo,fiol,fluor,fluorid,folio,fordi,forfod,forord,forud,idol,lido,lord,ludo,flod,flor,fodr,fold,fordr,forlod,udfold,udfordr,udfor,udlo,udlod,uror"
"d,k,r,i,s,b,a","aids,arkadisk,barbadisk,bardisk,bidsk,dask,diabas,dias,dirk,drab,drik,kadi,karbad,karbid,krads,radar,raid,rids,sakkarid,sardisk,skid,ards,bads,bardisks,bids,dada,dadas,dasks,diks,dirks,disk,disks,drabs,driks,drak,kadis,karbads,karbids,kids,rads,radars,raids,sakkarids,skad,skids,skrid"
"i,o,p,n,d,a,t","adaptation,adaption,addition,adoption,anion,annotation,antipati,apati,atoni,datid,ditto,donation,idiot,idioti,indad,inddata,initiation,intonation,iota,nation,niti,notation,onani,opiat,opinion,option,otti,panini,patina,patio,pianino,pind,point,tannin,tipi,tiptop,topti,toti,andantino,indpod,piano,pint,tint,titan"
"j,a,k,d,e,p,n","jade,jakke,japan,jappe,jeep,jenka,kajak,kaje,knejpe,najade,naje,neje,papaja,pjank,pjanke,dejen,dejene,deje,ejende,ejede,jaden,jakken,jappende,jappede,jeepen,jeepene,jenkaen,kajen,kajakken,knejpen,najaden,najende,najede,nejende,nejede,papajaen,pjankende,pjankede"
"o,r,d,a,i,b,l","aioli,barolo,billboard,bilradio,biord,blod,blodbad,bodil,bror,dalbo,dildo,dollar,drilbor,idol,labrador,libido,lido,lord,radio,radiobil,board,bobl,bold,bord,brod,dobl,load,oral"
"r,f,o,b,y,n,s","bror,bryn,byforny,forny,forsyn,fosfor,frys,snor,sonor,bors,bros,brors,bryns,byfornys,byfornyr,fors,fornys,fornyr,forson,forsyns,fosfors,fryns,fyrs,nors,rors,snors,syrn"
"h,r,s,t,b,k,e","beherske,behersker,behersket,heks,hekse,herre,herreret,herse,herske,hersker,hest,sherbet,behersk,beherskes,beherskers,beherskere,beherskeres,hekses,hekset,hekser,herres,herrer,herrers,herrerets,herreretter,herreretters,hers,herset,herser,herses,hersk,hersket,herskes,herskers,herskere,herskeres,hests,heste,hestes,sherbets"
"k,o,u,l,p,r,t","klor,klup,kork,korkprop,korrupt,krop,kruk,kukkuk,kukur,kult,kultur,look,lukt,okkult,pluk,popkultur,protokol,pulk,purk,rokoko,tolk,klok,kluk,kluklo,kort,kror,kupl,pukl,trokl"
"g,o,s,a,y,b,d","bagbo,bygas,bygd,dagbod,dagbog,doggybag,gaga,goddag,gogo,saga,sago,yoga,bags,bagbos,bogs,bygs,bygds,dags,dagbods,dagbogs,doggybags,gabs,gags,gods,gogos,sags,sagas,sagos,yogas"
